pdc,-4.00,0,14
pdc,-4.00,0,18
pdc,-4.00,0,40
pdc,-4.00,0,41
pdc,-4.00,0,47
pdc,-4.00,0,51
pdc,-4.00,0,60
pdc,-4.00,0,64
pdc,-4.00,0,2
pdc,-4.00,0,4
pdc,-4.00,0,5
pdc,-4.00,0,6
pdc,-4.00,0,7
pdc,-4.00,0,8
pdc,-4.00,0,9
pdc,-4.00,0,10
pdc,-4.00,0,11
pdc,-4.00,0,12
pdc,-4.00,0,13
pdc,-4.00,0,14
pdc,-4.00,0,16
pdc,-4.00,0,24
pdc,-4.00,0,25
pdc,-4.00,0,61
pdc,-4.00,0,62
pdc,-4.00,0,67
pdc,-4.00,0,68
pdc,-4.00,0,70
pdc,-4.00,0,75
pdc,-4.00,0,78
pdc,-4.00,0,79
pdc,-4.00,0,80
pdc,-4.00,0,81
pdc,-4.00,0,82
pdc,-4.00,0,83
pdc,-4.00,0,84
pdc,-4.00,0,85
pdc,-4.00,0,99
pdc,-4.00,0,123
pdc,-4.00,0,125
pdc,-4.00,0,126
pdc,-4.00,0,127
pdc,-4.00,0,128
pdc,-4.00,0,173
pdc,-4.00,0,48
pdc,-4.00,0,49
pdc,-4.00,0,50
pdc,-4.00,0,51
pdc,-4.00,0,52
pdc,-4.00,0,55
pdc,-4.00,0,56
pdc,-4.00,0,61
pdc,-4.00,0,62
pdc,-4.00,0,150
pdc,-4.00,0,151
pdc,-4.00,0,155
pdc,-4.00,0,183
pdc,-4.00,0,187
pdc,-4.00,0,200
pdc,-4.00,0,614
pdc,-4.00,0,615
pdc,-4.00,0,616
pdc,-4.00,0,617
pdc,-4.00,0,618
pdc,-4.00,0,619
pdc,-4.00,0,620
pdc,-4.00,0,622
pdc,-4.00,0,623
pdc,-4.00,0,624
pdc,-4.00,0,625
pdc,-4.00,0,626
pdc,-4.00,0,627
pdc,-4.00,0,628
pdc,-4.00,0,629
pdc,-4.00,0,631
pdc,-4.00,0,632
pdc,-4.00,0,634
pdc,-4.00,0,635
pdc,-4.00,0,679
pdc,-4.00,0,713
pdc,-4.00,0,714
pdc,-4.00,0,730
pdc,-4.00,0,734
pdc,-4.00,0,739
pdc,-4.00,0,741
pdc,-4.00,0,787
pdc,-4.00,0,788
pdc,-4.00,0,790
pdc,-4.00,0,792
pdc,-4.00,0,794
pdc,-4.00,0,795
pdc,-4.00,0,796
pdc,-4.00,0,797
pdc,-4.00,0,798
pdc,-4.00,0,799
pdc,-4.00,0,800
pdc,-4.00,0,801
pdc,-4.00,0,802
pdc,-4.00,0,803
pdc,-4.00,0,805
pdc,-4.00,0,806
pdc,-4.00,0,807
pdc,-4.00,0,808
pdc,-4.00,0,810
pdc,-4.00,0,819
pdc,-4.00,0,841
pdc,-4.00,0,844
pdc,-4.00,0,845
pdc,-4.00,0,849
pdc,-4.00,0,890
pdc,-4.00,0,891
pdc,-4.00,0,892
pdc,-4.00,0,893
pdc,-4.00,0,895
pdc,-4.00,0,896
pdc,-4.00,0,897
pdc,-4.00,0,903
pdc,-4.00,0,905
pdc,-4.00,0,906
pdc,-4.00,0,1011
pdc,-4.00,0,1019
pdc,-4.00,0,1020
