pdc,1.00,1,3
pdc,1.00,1,4
pdc,1.00,1,5
pdc,1.00,1,6
pdc,1.00,1,19
pdc,1.00,1,21
pdc,1.00,1,477
pdc,1.00,1,486
pdc,1.00,1,612
pdc,1.00,1,2075
pdc,1.00,1,2077
pdc,1.00,1,2177
pdc,1.00,1,2179
pdc,1.00,1,5715
pdc,1.00,1,5717
pdc,1.00,1,5733
pdc,1.00,1,5734
pcc_err,1.00,1,5743
pdc,1.00,1,6033
pdc,1.00,1,6037
pdc,1.00,1,6038
pdc,1.00,1,6104
pdc,1.00,1,6184
pdc,1.00,1,6185
pdc,1.00,1,6191
pdc,1.00,1,6204
pdc,1.00,1,6206
pdc,1.00,1,6211
pdc,1.00,1,6213
pdc,1.00,1,6215
pdc,1.00,1,6220
pdc,1.00,1,6221
pdc,1.00,1,6222
pdc,1.00,1,6224
pdc,1.00,1,6227
pdc,1.00,1,6228
pdc,1.00,1,6229
pdc,1.00,1,6231
pdc,1.00,1,6233
pdc,1.00,1,6236
pdc,1.00,1,6238
pdc,1.00,1,6240
pdc,1.00,1,6243
pdc,1.00,1,6247
pdc,1.00,1,6249
pdc,1.00,1,6251
pdc,1.00,1,6254
pdc,1.00,1,6256
pdc,1.00,1,6258
pdc,1.00,1,6260
pdc,1.00,1,6263
pcc_err,1.00,1,6273
pdc,1.00,1,6344
pdc,1.00,1,6376
pcc_err,1.00,1,6445
pdc,1.00,1,6449
pdc,1.00,1,6469
pdc,1.00,1,6470
pdc,1.00,1,6485
pdc,1.00,1,6803
pdc,1.00,1,6869
pdc,1.00,1,6889
pdc,1.00,1,6933
pdc,1.00,1,6934
pdc,1.00,1,6937
pdc,1.00,1,6951
pdc,1.00,1,6960
pdc,1.00,1,6966
pdc,1.00,1,6969
pcc_err,1.00,1,6970
pdc,1.00,1,6984
pdc,1.00,1,6986
pdc,1.00,1,6989
pdc,1.00,1,6991
pdc,1.00,1,7002
pdc,1.00,1,7036
pdc,1.00,1,7059
pdc,1.00,1,7066
pdc,1.00,1,7068
pdc,1.00,1,7421
pdc,1.00,1,7701
pdc,1.00,1,7715
