channel,snr,mcs,seq_number
pcc_err,2.00,0,21147
pdc,2.00,0,21169
pcc_err,2.00,0,21170
pdc,2.00,0,21171
pdc,2.00,0,21173
pdc,2.00,0,21217
pcc_err,2.00,0,21218
pdc,2.00,0,21219
pdc,2.00,0,21220
pdc,2.00,0,21227
pcc_err,2.00,0,21230
pdc,2.00,0,21231
pdc,2.00,0,21233
pdc,2.00,0,21251
pcc_err,2.00,0,21256
pdc,2.00,0,21261
pdc,2.00,0,21262
pdc,2.00,0,21264
pcc_err,2.00,0,21270
pcc_err,2.00,0,21270
pdc,2.00,0,21283
pdc,2.00,0,21287
pdc,2.00,0,21289
pdc,2.00,0,21294
pdc,2.00,0,21299
pdc,2.00,0,21307
pdc,2.00,0,21313
pdc,2.00,0,21328
pdc,2.00,0,21332
pdc,2.00,0,21342
pdc,2.00,0,21347
pdc,2.00,0,21348
pdc,2.00,0,21349
pdc,2.00,0,21351
pdc,2.00,0,21354
pdc,2.00,0,21358
pdc,2.00,0,21366
pdc,2.00,0,21370
pcc_err,2.00,0,21371
pdc,2.00,0,21372
pcc_err,2.00,0,21378
pcc_err,2.00,0,21378
pdc,2.00,0,21429
pdc,2.00,0,21430
pdc,2.00,0,21431
pdc,2.00,0,21437
pdc,2.00,0,21438
pdc,2.00,0,21494
pdc,2.00,0,21496
pdc,2.00,0,21498
pdc,2.00,0,21501
pdc,2.00,0,21505
pdc,2.00,0,21509
pdc,2.00,0,21517
pdc,2.00,0,21519
pcc_err,2.00,0,21522
pdc,2.00,0,21525
pdc,2.00,0,21526
pcc_err,2.00,0,21527
pcc_err,2.00,0,21533
pdc,2.00,0,21535
pdc,2.00,0,21551
pdc,2.00,0,21553
pcc_err,2.00,0,21554
pdc,2.00,0,21570
pdc,2.00,0,21571
pdc,2.00,0,21572
pdc,2.00,0,21581
pdc,2.00,0,21585
pdc,2.00,0,21586
pdc,2.00,0,21587
pdc,2.00,0,21588
pdc,2.00,0,21592
pdc,2.00,0,21595
pdc,2.00,0,21607
pcc_err,2.00,0,21662
pdc,2.00,0,21670
pdc,2.00,0,21672
pdc,2.00,0,21676
pdc,2.00,0,21677
pdc,2.00,0,21678
pcc_err,2.00,0,21681
pdc,2.00,0,21682
pdc,2.00,0,21683
pdc,2.00,0,21684
pdc,2.00,0,21691
pdc,2.00,0,21693
pdc,2.00,0,21695
pdc,2.00,0,21761
pdc,2.00,0,21763
pcc_err,2.00,0,21765
pdc,2.00,0,21768
pdc,2.00,0,21770
pdc,2.00,0,21771
pdc,2.00,0,21780
pdc,2.00,0,21782
pdc,2.00,0,21783
pdc,2.00,0,21785
pdc,2.00,0,21787
pdc,2.00,0,21789
pdc,2.00,0,21790
pdc,2.00,0,21795
pdc,2.00,0,21796
pdc,2.00,0,21799
pdc,2.00,0,21802
pdc,2.00,0,21804
pdc,2.00,0,21807
pdc,2.00,0,21814
pcc_err,2.00,0,21815
pcc_err,2.00,0,21815
pcc_err,2.00,0,21823
pdc,2.00,0,21828
pdc,2.00,0,21830
pdc,2.00,0,21832
pdc,2.00,0,21986
pdc,2.00,0,22010
pdc,2.00,0,22011
pdc,2.00,0,22013
pdc,2.00,0,22015
pdc,2.00,0,22017
pdc,2.00,0,22151
pdc,2.00,0,22157
pdc,2.00,0,22161
pdc,2.00,0,22201
pcc_err,2.00,0,22202
pdc,2.00,0,22204
pdc,2.00,0,22206
pdc,2.00,0,22230
pdc,2.00,0,22265
pdc,2.00,0,22267
pdc,2.00,0,22271
pdc,2.00,0,22272
pdc,2.00,0,22923
pdc,2.00,0,22925
pdc,2.00,0,23132
pcc_err,2.00,0,23133
pdc,2.00,0,23134
pdc,2.00,0,23159
pdc,2.00,0,23167
pdc,2.00,0,23168
pdc,2.00,0,23170
pcc_err,2.00,0,23181
pdc,2.00,0,23207
pcc_err,2.00,0,23208
pdc,2.00,0,23211
pdc,2.00,0,23212
pdc,2.00,0,23214
pdc,2.00,0,23217
pcc_err,2.00,0,23218
pdc,2.00,0,23219
pdc,2.00,0,23231
pdc,2.00,0,23567
pdc,2.00,0,23630
pdc,2.00,0,23632
pdc,2.00,0,23687
pdc,2.00,0,23689
pdc,2.00,0,23691
pcc_err,2.00,0,23692
pdc,2.00,0,23696
pdc,2.00,0,23697
pdc,2.00,0,23809
pcc_err,2.00,0,23810
pdc,2.00,0,23812
pdc,2.00,0,23813
pdc,2.00,0,23851
pdc,2.00,0,23853
pcc_err,2.00,0,23854
pdc,2.00,0,23856
pdc,2.00,0,23857
pdc,2.00,0,23858
pdc,2.00,0,23862
pdc,2.00,0,23863
pdc,2.00,0,23865
pcc_err,2.00,0,24669
pdc,2.00,0,24671
pdc,2.00,0,24672
pdc,2.00,0,24896
pdc,2.00,0,25110
pdc,2.00,0,25496
pdc,2.00,0,25497
pdc,2.00,0,25499
pdc,2.00,0,25501
pcc_err,2.00,0,25517
pdc,2.00,0,25518
pcc_err,2.00,0,25519
pdc,2.00,0,25522
pdc,2.00,0,25523
pdc,2.00,0,25525
pdc,2.00,0,25527
pdc,2.00,0,25531
pdc,2.00,0,25577
pcc_err,2.00,0,25578
pdc,2.00,0,25600
pdc,2.00,0,25601
pcc_err,2.00,0,25617
pdc,2.00,0,25665
pdc,2.00,0,25669
pdc,2.00,0,25671
pdc,2.00,0,25672
pdc,2.00,0,25677
pcc_err,2.00,0,25678
pdc,2.00,0,25857
pdc,2.00,0,25858
pdc,2.00,0,25911
pdc,2.00,0,25920
pdc,2.00,0,25922
pcc_err,2.00,0,26773
pdc,2.00,0,26777
pdc,2.00,0,26779
pdc,2.00,0,26784
pdc,2.00,0,27084
pdc,2.00,0,27088
pdc,2.00,0,27313
pdc,2.00,0,27314
pcc_err,2.00,0,27315
pdc,2.00,0,27316
pdc,2.00,0,27319
pdc,2.00,0,27459
pdc,2.00,0,27460
pdc,2.00,0,27465
pdc,2.00,0,27540
pdc,2.00,0,27541
pdc,2.00,0,27542
pcc_err,2.00,0,27543
pdc,2.00,0,27558
pdc,2.00,0,27559
pdc,2.00,0,27691
pdc,2.00,0,27699
pdc,2.00,0,27700
pdc,2.00,0,27704
pdc,2.00,0,27706
pdc,2.00,0,27707
pdc,2.00,0,27709
pdc,2.00,0,27719
pdc,2.00,0,27924
pdc,2.00,0,27928
pdc,2.00,0,27932
pcc_err,2.00,0,28034
pdc,2.00,0,28129
pdc,2.00,0,28130
pdc,2.00,0,28132
pdc,2.00,0,28146
pdc,2.00,0,28150
pdc,2.00,0,28151
pdc,2.00,0,28152
pdc,2.00,0,28156
pdc,2.00,0,28157
pdc,2.00,0,28174
pdc,2.00,0,28175
pdc,2.00,0,28246
pdc,2.00,0,28485
pdc,2.00,0,28486
pdc,2.00,0,28487
pdc,2.00,0,28507
pdc,2.00,0,28513
pcc_err,2.00,0,28529
pcc_err,2.00,0,28529
pcc_err,2.00,0,28550
pdc,2.00,0,28552
pdc,2.00,0,28553
pdc,2.00,0,28867
pdc,2.00,0,28868
pcc_err,2.00,0,28869
pdc,2.00,0,28875
pcc_err,2.00,0,28876
pcc_err,2.00,0,28876
pdc,2.00,0,28878
pcc_err,2.00,0,28901
pdc,2.00,0,28908
pdc,2.00,0,29310
pcc_err,2.00,0,29460
pcc_err,2.00,0,29460
pdc,2.00,0,29493
pcc_err,2.00,0,29494
pdc,2.00,0,29516
pdc,2.00,0,29522
pdc,2.00,0,29523
pcc_err,2.00,0,29592
pdc,2.00,0,29594
pdc,2.00,0,29596
pdc,2.00,0,29600
pcc_err,2.00,0,29601
pdc,2.00,0,30018
pdc,2.00,0,30020
pdc,2.00,0,30023
pdc,2.00,0,30276
pdc,2.00,0,30278
pdc,2.00,0,30280
pdc,2.00,0,30282
pdc,2.00,0,30288
pdc,2.00,0,30290
pcc_err,2.00,0,30291
pdc,2.00,0,30294
pdc,2.00,0,30297
pdc,2.00,0,30332
pdc,2.00,0,30349
pdc,2.00,0,30544
pdc,2.00,0,30546
pdc,2.00,0,30548
pdc,2.00,0,30549
pdc,2.00,0,30550
pdc,2.00,0,30551
pdc,2.00,0,30644
pdc,2.00,0,30645
pcc_err,2.00,0,30646
pdc,2.00,0,31255
pdc,2.00,0,31257
pdc,2.00,0,31492
pdc,2.00,0,31494
pdc,2.00,0,31496
pdc,2.00,0,31497
pdc,2.00,0,31498
pdc,2.00,0,31499
pdc,2.00,0,31501
pdc,2.00,0,31505
pcc_err,2.00,0,31506
pdc,2.00,0,31509
pdc,2.00,0,31511
pdc,2.00,0,31513
pdc,2.00,0,31530
pdc,2.00,0,31540
pdc,2.00,0,31541
pdc,2.00,0,31543
pdc,2.00,0,31807
pdc,2.00,0,31809
pcc_err,2.00,0,32083
pdc,2.00,0,32084
pdc,2.00,0,32086
pdc,2.00,0,32088
pdc,2.00,0,32093
pdc,2.00,0,32195
pdc,2.00,0,32196
pdc,2.00,0,32199
pdc,2.00,0,32203
pdc,2.00,0,32204
pdc,2.00,0,32205
pdc,2.00,0,32321
pdc,2.00,0,32322
pdc,2.00,0,32323
pdc,2.00,0,32350
pdc,2.00,0,32351
pdc,2.00,0,32352
pdc,2.00,0,32354
pdc,2.00,0,32359
pdc,2.00,0,32387
pdc,2.00,0,32389
pcc_err,2.00,0,32390
pdc,2.00,0,32392
pdc,2.00,0,32394
pdc,2.00,0,32396
pdc,2.00,0,32398
pdc,2.00,0,32400
pdc,2.00,0,32401
pdc,2.00,0,32403
pdc,2.00,0,32518
pcc_err,2.00,0,32674
pdc,2.00,0,32726
pdc,2.00,0,32728
pdc,2.00,0,32730
pdc,2.00,0,32732
pdc,2.00,0,32736
pdc,2.00,0,32737
pdc,2.00,0,32738
pdc,2.00,0,32740
pdc,2.00,0,33242
pdc,2.00,0,33244
pdc,2.00,0,33246
pdc,2.00,0,33248
pdc,2.00,0,33251
pcc_err,2.00,0,33252
pdc,2.00,0,33253
pdc,2.00,0,33639
pcc_err,2.00,0,33640
pdc,2.00,0,33643
pdc,2.00,0,33644
pdc,2.00,0,33718
pdc,2.00,0,33719
pdc,2.00,0,34121
pdc,2.00,0,34123
pdc,2.00,0,34125
pdc,2.00,0,34127
pdc,2.00,0,34225
pcc_err,2.00,0,34230
pdc,2.00,0,34246
pdc,2.00,0,34248
pdc,2.00,0,34386
pdc,2.00,0,34395
pcc_err,2.00,0,34447
pcc_err,2.00,0,34637
pdc,2.00,0,34640
pdc,2.00,0,34641
pdc,2.00,0,34647
pdc,2.00,0,37134
pdc,2.00,0,37136
pdc,2.00,0,37968
pdc,2.00,0,38073
pdc,2.00,0,38231
pdc,2.00,0,38235
pdc,2.00,0,38696
pcc_err,2.00,0,38697
pdc,2.00,0,38700
pdc,2.00,0,38701
pdc,2.00,0,38703
pdc,2.00,0,39352
pdc,2.00,0,39353
pcc_err,2.00,0,39354
pdc,2.00,0,39359
pdc,2.00,0,39361
pdc,2.00,0,39363
pdc,2.00,0,39379
pdc,2.00,0,39380
pdc,2.00,0,39382
pdc,2.00,0,39383
pdc,2.00,0,39385
pdc,2.00,0,39422
pdc,2.00,0,39631
pdc,2.00,0,39634
pcc_err,2.00,0,39635
pdc,2.00,0,39677
pdc,2.00,0,39678
pcc_err,2.00,0,39684
pdc,2.00,0,39685
pdc,2.00,0,39733
pdc,2.00,0,39734
pdc,2.00,0,39735
pdc,2.00,0,39739
pdc,2.00,0,39761
pdc,2.00,0,39765
pdc,2.00,0,39789
pcc_err,2.00,0,39790
pdc,2.00,0,39791
pdc,2.00,0,39793
pdc,2.00,0,39846
pdc,2.00,0,39866
pdc,2.00,0,39867
pdc,2.00,0,39869
pdc,2.00,0,39871
pdc,2.00,0,39873
pdc,2.00,0,40067
pdc,2.00,0,40069
pdc,2.00,0,40071
pdc,2.00,0,40072
pdc,2.00,0,40073
pdc,2.00,0,40084
pdc,2.00,0,40086
pdc,2.00,0,40095
pdc,2.00,0,40096
pdc,2.00,0,40109
pdc,2.00,0,40114
pdc,2.00,0,40116
pdc,2.00,0,40118
pdc,2.00,0,40120
pdc,2.00,0,40530
pdc,2.00,0,40532
pdc,2.00,0,40536
pdc,2.00,0,40537
pdc,2.00,0,40814
pcc_err,2.00,0,40815
pdc,2.00,0,40817
pdc,2.00,0,40821
pdc,2.00,0,40822
pdc,2.00,0,40823
pdc,2.00,0,40827
pdc,2.00,0,40829
pcc_err,2.00,0,40830
pdc,2.00,0,40831
pdc,2.00,0,40832
pdc,2.00,0,40834
pdc,2.00,0,40835
pcc_err,2.00,0,40840
pdc,2.00,0,40842
pdc,2.00,0,40848
pdc,2.00,0,40849
pdc,2.00,0,40851
pdc,2.00,0,40885
pdc,2.00,0,40899
pcc_err,2.00,0,40906
pdc,2.00,0,40910
pcc_err,2.00,0,40914
pdc,2.00,0,40916
pcc_err,2.00,0,40917
pdc,2.00,0,40921
pdc,2.00,0,40922
pdc,2.00,0,40938
pcc_err,2.00,0,40939
pdc,2.00,0,40941
pcc_err,2.00,0,40942
pdc,2.00,0,40968
pdc,2.00,0,40969
pdc,2.00,0,40971
pdc,2.00,0,40973
pdc,2.00,0,40975
pdc,2.00,0,40978
pdc,2.00,0,40983
pdc,2.00,0,40985
pdc,2.00,0,40989
pdc,2.00,0,41054
pdc,2.00,0,41055
pdc,2.00,0,41056
pdc,2.00,0,41058
pdc,2.00,0,41062
pdc,2.00,0,41064
pdc,2.00,0,41067
pdc,2.00,0,41070
pdc,2.00,0,41074
pdc,2.00,0,41081
pdc,2.00,0,41086
pdc,2.00,0,41089
pdc,2.00,0,41096
pdc,2.00,0,41099
pdc,2.00,0,41101
pdc,2.00,0,41110
pdc,2.00,0,41112
pdc,2.00,0,41146
pdc,2.00,0,41184
pdc,2.00,0,41212
pcc_err,2.00,0,41255
pdc,2.00,0,41261
pdc,2.00,0,41554
pdc,2.00,0,41556
pdc,2.00,0,41559
pdc,2.00,0,41563
pdc,2.00,0,41627
pdc,2.00,0,41668
pdc,2.00,0,41748
pdc,2.00,0,42014
pdc,2.00,0,42023
pdc,2.00,0,42024
pdc,2.00,0,42027
pdc,2.00,0,42030
pdc,2.00,0,42035
pdc,2.00,0,42039
pdc,2.00,0,42044
pdc,2.00,0,42048
pdc,2.00,0,42049
pcc_err,2.00,0,42114
pdc,2.00,0,42116
pdc,2.00,0,42117
pdc,2.00,0,42118
pdc,2.00,0,42122
pdc,2.00,0,42124
pdc,2.00,0,42126
pdc,2.00,0,42128
pdc,2.00,0,42130
pdc,2.00,0,42131
pdc,2.00,0,42140
pdc,2.00,0,42141
pdc,2.00,0,42143
pdc,2.00,0,42145
pcc_err,2.00,0,42146
pdc,2.00,0,42209
pdc,2.00,0,42211
pdc,2.00,0,42221
pdc,2.00,0,42225
pcc_err,2.00,0,42226
pdc,2.00,0,42228
pdc,2.00,0,42230
pdc,2.00,0,42290
pdc,2.00,0,42291
pdc,2.00,0,42293
pcc_err,2.00,0,42294
pdc,2.00,0,42296
pdc,2.00,0,42298
pdc,2.00,0,42300
pdc,2.00,0,42302
pdc,2.00,0,42304
pdc,2.00,0,42305
pdc,2.00,0,42321
pdc,2.00,0,42322
pcc_err,2.00,0,42324
pdc,2.00,0,42327
pdc,2.00,0,42330
pdc,2.00,0,42424
pdc,2.00,0,42426
pcc_err,2.00,0,42427
pdc,2.00,0,42428
pdc,2.00,0,42430
pdc,2.00,0,42431
pdc,2.00,0,42433
pdc,2.00,0,42436
pdc,2.00,0,42438
pdc,2.00,0,42440
pcc_err,2.00,0,42441
pdc,2.00,0,42443
pdc,2.00,0,42452
pcc_err,2.00,0,42456
pdc,2.00,0,42457
pdc,2.00,0,42459
pdc,2.00,0,42461
pdc,2.00,0,42462
pdc,2.00,0,42464
pdc,2.00,0,42465
pdc,2.00,0,42469
pdc,2.00,0,42529
pdc,2.00,0,42540
pdc,2.00,0,42541
pcc_err,2.00,0,42542
pdc,2.00,0,42546
pdc,2.00,0,42547
pdc,2.00,0,42550
pdc,2.00,0,42552
pdc,2.00,0,42557
pdc,2.00,0,42563
pdc,2.00,0,42565
pdc,2.00,0,42569
pdc,2.00,0,42570
pdc,2.00,0,42572
pdc,2.00,0,42579
pdc,2.00,0,42585
pcc_err,2.00,0,42589
pdc,2.00,0,42597
pdc,2.00,0,42598
pdc,2.00,0,42602
pdc,2.00,0,42604
pdc,2.00,0,42609
pdc,2.00,0,42679
pcc_err,2.00,0,42680
pcc_err,2.00,0,42682
pdc,2.00,0,42685
pcc_err,2.00,0,42688
pdc,2.00,0,42691
pdc,2.00,0,42693
pdc,2.00,0,42697
pdc,2.00,0,42698
pdc,2.00,0,42700
pdc,2.00,0,42702
pcc_err,2.00,0,42703
pdc,2.00,0,42761
pdc,2.00,0,42767
pdc,2.00,0,42768
pdc,2.00,0,42770
pdc,2.00,0,42772
pcc_err,2.00,0,42778
pdc,2.00,0,42782
pcc_err,2.00,0,42783
pdc,2.00,0,42785
pcc_err,2.00,0,42786
pdc,2.00,0,42787
pdc,2.00,0,42789
pdc,2.00,0,42791
pdc,2.00,0,42793
pdc,2.00,0,42802
pdc,2.00,0,42803
pdc,2.00,0,42805
pcc_err,2.00,0,42806
pdc,2.00,0,42861
pdc,2.00,0,42866
pdc,2.00,0,42868
pdc,2.00,0,42870
pdc,2.00,0,42872
pdc,2.00,0,42874
pdc,2.00,0,42875
pdc,2.00,0,42881
pdc,2.00,0,42938
pdc,2.00,0,42941
pdc,2.00,0,42946
pdc,2.00,0,42948
pcc_err,2.00,0,42949
pdc,2.00,0,42951
pdc,2.00,0,42953
pdc,2.00,0,42954
pcc_err,2.00,0,43010
pdc,2.00,0,43015
pcc_err,2.00,0,43016
pdc,2.00,0,43022
pdc,2.00,0,43026
pdc,2.00,0,43028
pdc,2.00,0,43030
pdc,2.00,0,43032
pdc,2.00,0,43034
pdc,2.00,0,43035
pcc_err,2.00,0,43039
pdc,2.00,0,43041
pdc,2.00,0,43106
pdc,2.00,0,43110
pdc,2.00,0,43111
pdc,2.00,0,43112
pdc,2.00,0,43114
pcc_err,2.00,0,43115
pdc,2.00,0,43117
pdc,2.00,0,43118
pdc,2.00,0,43119
pdc,2.00,0,43131
pdc,2.00,0,43132
pdc,2.00,0,43188
pdc,2.00,0,43192
pdc,2.00,0,43193
pdc,2.00,0,43196
pdc,2.00,0,43198
pdc,2.00,0,43200
pdc,2.00,0,43203
pdc,2.00,0,43205
pcc_err,2.00,0,43208
pdc,2.00,0,43214
pdc,2.00,0,43223
pdc,2.00,0,43225
pdc,2.00,0,43226
pdc,2.00,0,43227
pdc,2.00,0,43228
pdc,2.00,0,43229
pcc_err,2.00,0,43230
pdc,2.00,0,43233
pdc,2.00,0,43237
pdc,2.00,0,43238
pdc,2.00,0,43245
pcc_err,2.00,0,43246
pdc,2.00,0,43247
pdc,2.00,0,43248
pdc,2.00,0,43250
pdc,2.00,0,43301
pdc,2.00,0,43302
pdc,2.00,0,43315
pcc_err,2.00,0,43316
pcc_err,2.00,0,43316
pcc_err,2.00,0,43325
pdc,2.00,0,43329
pdc,2.00,0,43332
pdc,2.00,0,43333
pcc_err,2.00,0,43334
pcc_err,2.00,0,43343
pdc,2.00,0,43344
pdc,2.00,0,43350
pdc,2.00,0,43351
pdc,2.00,0,43362
pcc_err,2.00,0,43363
pdc,2.00,0,43429
pdc,2.00,0,43432
pdc,2.00,0,43442
pcc_err,2.00,0,43499
pcc_err,2.00,0,43499
pdc,2.00,0,43503
pdc,2.00,0,43504
pdc,2.00,0,43505
pcc_err,2.00,0,43506
pdc,2.00,0,43512
pdc,2.00,0,43570
pcc_err,2.00,0,43571
pcc_err,2.00,0,43571
pdc,2.00,0,43576
pdc,2.00,0,43577
pdc,2.00,0,43585
pcc_err,2.00,0,43645
pdc,2.00,0,43648
pdc,2.00,0,43653
pdc,2.00,0,43656
pdc,2.00,0,43659
pdc,2.00,0,43660
pdc,2.00,0,43715
pdc,2.00,0,43716
pcc_err,2.00,0,43717
pcc_err,2.00,0,43717
pcc_err,2.00,0,43717
pdc,2.00,0,43723
pdc,2.00,0,43725
pcc_err,2.00,0,43726
pdc,2.00,0,43728
pdc,2.00,0,43730
pdc,2.00,0,43734
pcc_err,2.00,0,43737
pdc,2.00,0,43740
pdc,2.00,0,43741
pdc,2.00,0,43803
pcc_err,2.00,0,43804
pdc,2.00,0,43806
pcc_err,2.00,0,43813
pdc,2.00,0,43815
pdc,2.00,0,43819
pdc,2.00,0,43821
pdc,2.00,0,43825
pdc,2.00,0,43826
pcc_err,2.00,0,43827
pdc,2.00,0,43833
pcc_err,2.00,0,43834
pcc_err,2.00,0,43834
pdc,2.00,0,43894
pdc,2.00,0,43898
pdc,2.00,0,43899
pdc,2.00,0,43902
pdc,2.00,0,43903
pdc,2.00,0,43913
pdc,2.00,0,43915
pdc,2.00,0,43917
pdc,2.00,0,43919
pdc,2.00,0,43986
pdc,2.00,0,43989
pdc,2.00,0,43990
pdc,2.00,0,43992
pdc,2.00,0,43994
pdc,2.00,0,43998
pdc,2.00,0,43999
pcc_err,2.00,0,44002
pdc,2.00,0,44003
pdc,2.00,0,44005
pdc,2.00,0,44015
pdc,2.00,0,44017
pdc,2.00,0,44081
pcc_err,2.00,0,44082
pcc_err,2.00,0,44082
pdc,2.00,0,44085
pdc,2.00,0,44088
pdc,2.00,0,44090
pcc_err,2.00,0,44091
pdc,2.00,0,44093
pcc_err,2.00,0,44094
pcc_err,2.00,0,44094
pcc_err,2.00,0,44094
pdc,2.00,0,44100
pcc_err,2.00,0,44101
pdc,2.00,0,44145
pdc,2.00,0,44147
pcc_err,2.00,0,44148
pdc,2.00,0,44161
pdc,2.00,0,44163
pdc,2.00,0,44164
pdc,2.00,0,44166
pdc,2.00,0,44167
pdc,2.00,0,44220
pdc,2.00,0,44221
pcc_err,2.00,0,44222
pcc_err,2.00,0,44222
pdc,2.00,0,44224
pdc,2.00,0,44227
pdc,2.00,0,44229
pcc_err,2.00,0,44295
pcc_err,2.00,0,44295
pdc,2.00,0,44298
pcc_err,2.00,0,44299
pdc,2.00,0,44308
pdc,2.00,0,44312
pdc,2.00,0,44314
pdc,2.00,0,44315
pcc_err,2.00,0,44316
pdc,2.00,0,44317
pdc,2.00,0,44322
pdc,2.00,0,44324
pdc,2.00,0,44326
pdc,2.00,0,44328
pdc,2.00,0,44331
pdc,2.00,0,44335
pdc,2.00,0,44375
pdc,2.00,0,44377
pdc,2.00,0,44378
pdc,2.00,0,44382
pdc,2.00,0,44383
pdc,2.00,0,44392
pdc,2.00,0,44458
pcc_err,2.00,0,44472
pdc,2.00,0,44474
pcc_err,2.00,0,44475
pdc,2.00,0,44483
pdc,2.00,0,44487
pdc,2.00,0,44488
pdc,2.00,0,44492
pdc,2.00,0,44494
pdc,2.00,0,44495
pdc,2.00,0,44500
pcc_err,2.00,0,44501
pdc,2.00,0,44504
pdc,2.00,0,44537
pdc,2.00,0,44539
pcc_err,2.00,0,44540
pdc,2.00,0,44551
pdc,2.00,0,44552
pdc,2.00,0,44553
pdc,2.00,0,44578
pdc,2.00,0,44579
pdc,2.00,0,44581
pdc,2.00,0,44595
pdc,2.00,0,44598
pcc_err,2.00,0,44608
pcc_err,2.00,0,44608
pdc,2.00,0,44611
pdc,2.00,0,44612
pdc,2.00,0,44614
pdc,2.00,0,44616
pdc,2.00,0,44623
pdc,2.00,0,44626
pcc_err,2.00,0,44636
pdc,2.00,0,44639
pdc,2.00,0,44640
pdc,2.00,0,44647
pcc_err,2.00,0,44648
pdc,2.00,0,44651
pdc,2.00,0,44671
pdc,2.00,0,44672
pdc,2.00,0,44673
pdc,2.00,0,44693
pdc,2.00,0,44694
pdc,2.00,0,44699
pcc_err,2.00,0,44700
pdc,2.00,0,44703
pcc_err,2.00,0,44704
pdc,2.00,0,44709
pdc,2.00,0,44714
pdc,2.00,0,44717
pdc,2.00,0,45528
pdc,2.00,0,45545
pdc,2.00,0,45547
pcc_err,2.00,0,45610
pdc,2.00,0,46037
pdc,2.00,0,46934
pdc,2.00,0,47024
pdc,2.00,0,47137
pcc_err,2.00,0,47145
pdc,2.00,0,47146
pdc,2.00,0,47148
pdc,2.00,0,47149
pdc,2.00,0,47153
pdc,2.00,0,47154
pdc,2.00,0,47157
pdc,2.00,0,47158
pdc,2.00,0,47167
pdc,2.00,0,47169
pdc,2.00,0,47170
pcc_err,2.00,0,47176
pcc_err,2.00,0,47176
pdc,2.00,0,47184
pcc_err,2.00,0,47185
pdc,2.00,0,47192
pdc,2.00,0,47208
pcc_err,2.00,0,47209
pdc,2.00,0,47245
pdc,2.00,0,47271
pdc,2.00,0,47272
pdc,2.00,0,47273
pdc,2.00,0,47275
pdc,2.00,0,47277
pcc_err,2.00,0,47278
pdc,2.00,0,47283
pdc,2.00,0,47286
pdc,2.00,0,47289
pdc,2.00,0,47292
pdc,2.00,0,47305
pcc_err,2.00,0,47348
pdc,2.00,0,47356
pdc,2.00,0,47357
pdc,2.00,0,47361
pdc,2.00,0,47365
pcc_err,2.00,0,47366
pdc,2.00,0,47367
pdc,2.00,0,47368
pdc,2.00,0,47370
pdc,2.00,0,47372
pdc,2.00,0,47376
pdc,2.00,0,47377
pdc,2.00,0,47379
pdc,2.00,0,47381
pdc,2.00,0,47382
pdc,2.00,0,47383
pdc,2.00,0,47384
pdc,2.00,0,47398
pdc,2.00,0,47400
pdc,2.00,0,47403
pdc,2.00,0,47406
pdc,2.00,0,47409
pdc,2.00,0,47410
pdc,2.00,0,47412
pdc,2.00,0,47413
pcc_err,2.00,0,47414
pdc,2.00,0,47416
pdc,2.00,0,47417
pdc,2.00,0,47421
pdc,2.00,0,47443
pdc,2.00,0,47445
pdc,2.00,0,47448
pdc,2.00,0,47449
pcc_err,2.00,0,47450
pdc,2.00,0,47454
pdc,2.00,0,47458
pcc_err,2.00,0,47461
pcc_err,2.00,0,47461
pcc_err,2.00,0,47461
pdc,2.00,0,47465
pcc_err,2.00,0,47468
pcc_err,2.00,0,47481
pdc,2.00,0,47485
pdc,2.00,0,47487
pcc_err,2.00,0,47490
pdc,2.00,0,47491
pdc,2.00,0,47512
pcc_err,2.00,0,47516
pcc_err,2.00,0,47516
pcc_err,2.00,0,47526
pdc,2.00,0,47530
pdc,2.00,0,47533
pdc,2.00,0,47537
pcc_err,2.00,0,47541
pdc,2.00,0,47543
pcc_err,2.00,0,47544
pdc,2.00,0,47550
pdc,2.00,0,47558
pdc,2.00,0,47559
pdc,2.00,0,47563
pdc,2.00,0,47564
pdc,2.00,0,47568
pdc,2.00,0,47570
pdc,2.00,0,47571
pcc_err,2.00,0,47572
pcc_err,2.00,0,47572
pdc,2.00,0,47575
pdc,2.00,0,47577
pdc,2.00,0,47579
pdc,2.00,0,47592
pdc,2.00,0,47594
pdc,2.00,0,47606
pdc,2.00,0,47607
pdc,2.00,0,47615
pdc,2.00,0,47619
pdc,2.00,0,47621
pdc,2.00,0,47631
pdc,2.00,0,47640
pdc,2.00,0,47642
pdc,2.00,0,47644
pdc,2.00,0,47645
pdc,2.00,0,47652
pdc,2.00,0,47665
pdc,2.00,0,47666
pdc,2.00,0,47672
pdc,2.00,0,47676
pdc,2.00,0,47678
pdc,2.00,0,47689
pcc_err,2.00,0,47690
pdc,2.00,0,47691
pdc,2.00,0,47693
pdc,2.00,0,47694
pdc,2.00,0,47697
pdc,2.00,0,47707
pcc_err,2.00,0,47708
pdc,2.00,0,47711
pdc,2.00,0,47714
pdc,2.00,0,47715
pdc,2.00,0,47717
pdc,2.00,0,47720
pdc,2.00,0,47727
pdc,2.00,0,47728
pdc,2.00,0,47735
pcc_err,2.00,0,47736
pdc,2.00,0,47742
pdc,2.00,0,47744
pdc,2.00,0,47751
pdc,2.00,0,47753
pdc,2.00,0,47757
pcc_err,2.00,0,47765
pdc,2.00,0,47767
pcc_err,2.00,0,47768
pdc,2.00,0,47786
pdc,2.00,0,47810
pdc,2.00,0,47813
