channel,snr,mcs,seq_number
pdc,7.50,3,47614
pdc,7.50,3,47619
pdc,7.50,3,47626
pdc,7.50,3,47627
pdc,7.50,3,47633
pdc,7.50,3,47644
pdc,7.50,3,47645
pdc,7.50,3,47647
pdc,7.50,3,47650
pdc,7.50,3,47652
pdc,7.50,3,47654
pdc,7.50,3,47731
pdc,7.50,3,47733
pdc,7.50,3,47735
pdc,7.50,3,47736
pdc,7.50,3,47740
pdc,7.50,3,47743
pdc,7.50,3,47752
pdc,7.50,3,47757
pdc,7.50,3,47761
pdc,7.50,3,47762
pdc,7.50,3,47763
pdc,7.50,3,47765
pdc,7.50,3,47768
pdc,7.50,3,47770
pdc,7.50,3,47771
pdc,7.50,3,47775
pdc,7.50,3,47777
pdc,7.50,3,47780
pdc,7.50,3,47784
pdc,7.50,3,47787
pdc,7.50,3,48166
pdc,7.50,3,48168
pdc,7.50,3,48310
pdc,7.50,3,48312
pdc,7.50,3,48314
pdc,7.50,3,48315
pdc,7.50,3,48319
pdc,7.50,3,48321
pdc,7.50,3,48324
pdc,7.50,3,48328
pdc,7.50,3,48331
pdc,7.50,3,48472
pdc,7.50,3,48842
pdc,7.50,3,48845
pdc,7.50,3,48847
pdc,7.50,3,48877
pdc,7.50,3,48885
pdc,7.50,3,48903
pdc,7.50,3,48906
pdc,7.50,3,48907
pdc,7.50,3,48910
pdc,7.50,3,48915
pdc,7.50,3,48919
pdc,7.50,3,48924
pdc,8.00,3,5
pdc,8.00,3,185
pdc,8.00,3,188
pdc,8.00,3,190
pdc,8.00,3,194
pdc,8.00,3,196
pdc,8.00,3,205
pdc,8.00,3,209
pdc,8.00,3,212
pdc,8.00,3,1322
pdc,8.00,3,1325
pdc,8.00,3,1473
pdc,8.00,3,1475
pdc,8.00,3,1478
pdc,8.00,3,1480
pdc,8.00,3,1482
pdc,8.00,3,1484
pdc,8.00,3,1682
pdc,8.00,3,1685
pdc,8.00,3,1687
pdc,8.00,3,1689
pdc,8.00,3,2654
pdc,8.00,3,2657
pdc,8.00,3,2659
pdc,8.00,3,2661
pdc,8.00,3,3336
pdc,8.00,3,3696
pdc,8.00,3,3701
pdc,8.00,3,3703
pdc,8.00,3,4333
pdc,8.00,3,6037
pdc,8.00,3,6694
pdc,8.00,3,6696
pdc,8.00,3,6698
pdc,8.00,3,6701
pdc,8.00,3,9016
pdc,8.00,3,9453
pdc,8.00,3,9455
pdc,8.00,3,9457
pdc,8.00,3,9459
pdc,8.00,3,10438
pdc,8.00,3,11959
pdc,8.00,3,11961
pdc,8.00,3,12021
pdc,8.00,3,12022
pdc,8.00,3,12026
pdc,8.00,3,12031
pdc,8.00,3,13491
pdc,8.00,3,13493
pdc,8.00,3,13496
pdc,8.00,3,13498
pdc,8.00,3,13500
pdc,8.00,3,14102
pdc,8.00,3,14105
pdc,8.00,3,14107
pdc,8.00,3,14109
pdc,8.00,3,14112
pdc,8.00,3,14114
pdc,8.00,3,14117
pdc,8.00,3,14119
pdc,8.00,3,14123
pdc,8.00,3,14370
pdc,8.00,3,14372
pdc,8.00,3,14481
pdc,8.00,3,14486
pdc,8.00,3,14489
pdc,8.00,3,14491
pdc,8.00,3,14493
pdc,8.00,3,14495
pdc,8.00,3,14498
pdc,8.00,3,15169
pdc,8.00,3,15170
pdc,8.00,3,15174
pdc,8.00,3,15177
pdc,8.00,3,15183
pdc,8.00,3,15186
pdc,8.00,3,15188
pdc,8.00,3,15262
pdc,8.00,3,15265
pdc,8.00,3,15270
pdc,8.00,3,15272
pdc,8.00,3,15276
pdc,8.00,3,15279
pdc,8.00,3,15288
pdc,8.00,3,15291
pdc,8.00,3,15297
pdc,8.00,3,15300
pdc,8.00,3,15302
pdc,8.00,3,15304
pdc,8.00,3,15305
pdc,8.00,3,15307
pdc,8.00,3,15309
pdc,8.00,3,15311
pdc,8.00,3,15313
pdc,8.00,3,15316
pdc,8.00,3,15318
pdc,8.00,3,15323
pdc,8.00,3,15390
pdc,8.00,3,15404
pdc,8.00,3,15405
pdc,8.00,3,15406
pdc,8.00,3,15409
pdc,8.00,3,15421
pdc,8.00,3,15423
pdc,8.00,3,15509
pdc,8.00,3,15511
pdc,8.00,3,15514
pdc,8.00,3,15516
pdc,8.00,3,15518
pdc,8.00,3,15597
pdc,8.00,3,15602
pdc,8.00,3,15604
pdc,8.00,3,15611
pdc,8.00,3,15612
pdc,8.00,3,15613
pdc,8.00,3,15618
pdc,8.00,3,15621
pdc,8.00,3,15625
pdc,8.00,3,15626
pdc,8.00,3,15637
pdc,8.00,3,15642
pdc,8.00,3,15725
pdc,8.00,3,15727
pdc,8.00,3,15732
pdc,8.00,3,15737
pdc,8.00,3,15739
pdc,8.00,3,15741
pdc,8.00,3,15744
pdc,8.00,3,15746
pdc,8.00,3,15748
pdc,8.00,3,15751
pdc,8.00,3,15756
pdc,8.00,3,15757
pdc,8.00,3,15762
pdc,8.00,3,15763
pdc,8.00,3,15767
pdc,8.00,3,15862
pdc,8.00,3,15865
pdc,8.00,3,15867
pdc,8.00,3,15869
pdc,8.00,3,15871
pdc,8.00,3,15876
pdc,8.00,3,15879
pdc,8.00,3,15881
pdc,8.00,3,15883
pdc,8.00,3,15886
pdc,8.00,3,15888
pdc,8.00,3,15892
pdc,8.00,3,15895
pdc,8.00,3,15900
pdc,8.00,3,15904
pdc,8.00,3,15905
pdc,8.00,3,15906
pdc,8.00,3,15909
pdc,8.00,3,15911
pdc,8.00,3,15983
pdc,8.00,3,15993
pdc,8.00,3,15995
pdc,8.00,3,15997
pdc,8.00,3,15999
pdc,8.00,3,16004
pdc,8.00,3,16006
pdc,8.00,3,16011
pdc,8.00,3,16014
pdc,8.00,3,16016
pdc,8.00,3,16018
pdc,8.00,3,16025
pdc,8.00,3,16027
pdc,8.00,3,16030
pdc,8.00,3,16032
pdc,8.00,3,16100
pdc,8.00,3,16104
pdc,8.00,3,16107
pdc,8.00,3,16109
pdc,8.00,3,16113
pdc,8.00,3,16118
pdc,8.00,3,16120
pdc,8.00,3,16123
pdc,8.00,3,16128
pdc,8.00,3,16129
pdc,8.00,3,16134
pdc,8.00,3,16139
pdc,8.00,3,16141
pdc,8.00,3,16144
pdc,8.00,3,16146
pdc,8.00,3,16148
pdc,8.00,3,16150
pdc,8.00,3,16209
pdc,8.00,3,16225
pdc,8.00,3,16230
pdc,8.00,3,16232
pdc,8.00,3,16237
pdc,8.00,3,16239
pdc,8.00,3,16318
pdc,8.00,3,16320
pdc,8.00,3,16325
pdc,8.00,3,16327
pdc,8.00,3,16330
pdc,8.00,3,16334
pdc,8.00,3,16335
pdc,8.00,3,16337
pdc,8.00,3,16418
pdc,8.00,3,16420
pdc,8.00,3,16423
pdc,8.00,3,16425
pdc,8.00,3,16427
pdc,8.00,3,16430
pdc,8.00,3,16434
pdc,8.00,3,16439
pdc,8.00,3,16441
pdc,8.00,3,16444
pdc,8.00,3,16446
pdc,8.00,3,16448
pdc,8.00,3,16449
pdc,8.00,3,16450
pdc,8.00,3,16455
pdc,8.00,3,16458
pdc,8.00,3,16460
pdc,8.00,3,16534
pdc,8.00,3,16541
pdc,8.00,3,16548
pdc,8.00,3,16551
pdc,8.00,3,16552
pdc,8.00,3,16623
pdc,8.00,3,16625
pdc,8.00,3,16634
pdc,8.00,3,16636
pdc,8.00,3,16639
pdc,8.00,3,16641
pdc,8.00,3,16650
pdc,8.00,3,16721
pdc,8.00,3,16725
pdc,8.00,3,16727
pdc,8.00,3,16735
pdc,8.00,3,16737
pdc,8.00,3,16741
pdc,8.00,3,16743
pdc,8.00,3,16746
pdc,8.00,3,16748
pdc,8.00,3,16750
pdc,8.00,3,16771
pdc,8.00,3,16774
pdc,8.00,3,16776
pdc,8.00,3,16777
pdc,8.00,3,16779
pdc,8.00,3,16780
pdc,8.00,3,16929
pdc,8.00,3,16934
pdc,8.00,3,16936
pdc,8.00,3,16941
pdc,8.00,3,16965
pdc,8.00,3,17617
pdc,8.00,3,17620
pdc,8.00,3,18550
pdc,8.00,3,18553
pdc,8.00,3,20952
pdc,8.00,3,20954
pdc,8.00,3,21426
pdc,8.00,3,21761
pdc,8.00,3,21764
pdc,8.00,3,21765
pdc,8.00,3,21768
pdc,8.00,3,21770
pdc,8.00,3,22070
pdc,8.00,3,22075
pdc,8.00,3,22077
pdc,8.00,3,22080
pdc,8.00,3,22286
pdc,8.00,3,22289
pdc,8.00,3,22291
pdc,8.00,3,22293
pdc,8.00,3,22298
pdc,8.00,3,22301
pdc,8.00,3,22303
pdc,8.00,3,22307
pdc,8.00,3,22308
pdc,8.00,3,22310
pdc,8.00,3,22312
pdc,8.00,3,22314
pdc,8.00,3,22317
pdc,8.00,3,22587
pdc,8.00,3,22591
pdc,8.00,3,22593
pdc,8.00,3,23335
pdc,8.00,3,23444
pdc,8.00,3,23458
pdc,8.00,3,23459
pdc,8.00,3,23460
pdc,8.00,3,23463
pdc,8.00,3,24100
pdc,8.00,3,24504
pdc,8.00,3,24509
pdc,8.00,3,24669
pdc,8.00,3,24672
pdc,8.00,3,24674
pdc,8.00,3,24677
pdc,8.00,3,24679
pdc,8.00,3,25102
pdc,8.00,3,25537
pdc,8.00,3,25539
pdc,8.00,3,25541
pdc,8.00,3,25542
pdc,8.00,3,25543
pdc,8.00,3,26050
pdc,8.00,3,26157
pdc,8.00,3,26160
pdc,8.00,3,27071
pdc,8.00,3,27073
pdc,8.00,3,27220
pdc,8.00,3,27222
pdc,8.00,3,27465
pdc,8.00,3,27466
pdc,8.00,3,27469
pdc,8.00,3,27471
pdc,8.00,3,27474
pdc,8.00,3,27476
pdc,8.00,3,27478
pdc,8.00,3,27481
pdc,8.00,3,27483
pdc,8.00,3,27485
pdc,8.00,3,27715
pdc,8.00,3,28043
pdc,8.00,3,28411
pdc,8.00,3,29551
pdc,8.00,3,29830
pdc,8.00,3,29832
pdc,8.00,3,29834
pdc,8.00,3,29836
pdc,8.00,3,29838
pdc,8.00,3,29841
pdc,8.00,3,30618
pdc,8.00,3,30619
pdc,8.00,3,30622
pdc,8.00,3,30624
pdc,8.00,3,30627
pdc,8.00,3,30631
pdc,8.00,3,30632
pdc,8.00,3,30634
pdc,8.00,3,33169
pdc,8.00,3,33171
pdc,8.00,3,33173
pdc,8.00,3,33176
pdc,8.00,3,33180
pdc,8.00,3,33182
pdc,8.00,3,33187
pdc,8.00,3,33629
pdc,8.00,3,35399
pdc,8.00,3,35401
pdc,8.00,3,35403
pdc,8.00,3,35419
pdc,8.00,3,35424
pdc,8.00,3,35426
pdc,8.00,3,35431
pdc,8.00,3,37363
pdc,8.00,3,37366
pdc,8.00,3,37370
pdc,8.00,3,37472
pdc,8.00,3,37477
pdc,8.00,3,37480
pdc,8.00,3,37482
pdc,8.00,3,38147
pdc,8.00,3,38179
pdc,8.00,3,38182
pdc,8.00,3,38463
pdc,8.00,3,38588
pdc,8.00,3,38591
pdc,8.00,3,38593
pdc,8.00,3,38595
pdc,8.00,3,38598
pdc,8.00,3,38600
pdc,8.00,3,38614
pdc,8.00,3,39509
pdc,8.00,3,39512
pdc,8.00,3,39533
pdc,8.00,3,39535
pdc,8.00,3,39539
pdc,8.00,3,39542
pdc,8.00,3,40463
pdc,8.00,3,40470
pdc,8.00,3,41478
pdc,8.00,3,41481
pdc,8.00,3,41483
pdc,8.00,3,43229
pdc,8.00,3,43234
pdc,8.00,3,43236
pdc,8.00,3,43239
pdc,8.00,3,44017
pdc,8.00,3,44020
pdc,8.00,3,44024
pdc,8.00,3,44775
pdc,8.00,3,44776
pdc,8.00,3,44778
pdc,8.00,3,44782
pdc,8.00,3,44783
pdc,8.00,3,44784
pdc,8.00,3,44787
pdc,8.00,3,44789
pdc,8.00,3,44812
pdc,8.00,3,44813
pdc,8.00,3,44817
pdc,8.00,3,44852
pdc,8.00,3,44854
pdc,8.00,3,44875
pdc,8.00,3,44877
pdc,8.00,3,45015
pdc,8.00,3,45017
pdc,8.00,3,45019
pdc,8.00,3,45022
pdc,8.00,3,45047
pdc,8.00,3,45049
pdc,8.00,3,45063
pdc,8.00,3,45064
pdc,8.00,3,45458
pdc,8.00,3,45461
pdc,8.00,3,45463
pdc,8.00,3,45464
pdc,8.00,3,45466
pdc,8.00,3,45468
pdc,8.00,3,45470
pdc,8.00,3,45472
pdc,8.00,3,45475
pdc,8.00,3,45477
pdc,8.00,3,45633
pdc,8.00,3,45875
pdc,8.00,3,45877
pdc,8.00,3,45879
pdc,8.00,3,45881
pdc,8.00,3,46502
pdc,8.00,3,46507
pdc,8.00,3,46768
pdc,8.00,3,46770
pdc,8.00,3,46772
pdc,8.00,3,46774
pdc,8.00,3,46809
pdc,8.00,3,46810
pdc,8.00,3,46811
pdc,8.00,3,46814
pdc,8.00,3,46816
pdc,8.00,3,46818
pdc,8.00,3,46821
pdc,8.00,3,46823
pdc,8.00,3,46828
pdc,8.00,3,46860
pdc,8.00,3,47330
pdc,8.00,3,47332
pdc,8.00,3,47337
pdc,8.00,3,47339
pdc,8.00,3,47355
pdc,8.00,3,47358
pdc,8.00,3,47732
pdc,8.00,3,47739
pdc,8.00,3,49047
pdc,8.00,3,49126
pdc,8.00,3,49129
pdc,8.00,3,49131
pdc,8.00,3,50555
pdc,8.00,3,51427
pdc,8.00,3,51429
pdc,8.00,3,51431
pdc,8.00,3,51434
pdc,8.00,3,51552
pdc,8.00,3,51554
pdc,8.00,3,51575
pdc,8.00,3,51580
pdc,8.00,3,51773
pdc,8.00,3,51774
pdc,8.00,3,51776
pdc,8.00,3,51778
pdc,8.00,3,51780
pdc,8.00,3,51782
pdc,8.00,3,51785
pdc,8.00,3,51787
pdc,8.00,3,51789
pdc,8.00,3,51794
pdc,8.00,3,51795
pdc,8.00,3,51820
pdc,8.00,3,51822
pdc,8.00,3,51824
pdc,8.00,3,51829
pdc,8.00,3,51831
pdc,8.00,3,51864
pdc,8.00,3,51866
pdc,8.00,3,52127
pdc,8.00,3,52427
pdc,8.00,3,52432
pdc,8.00,3,52806
pdc,8.00,3,52808
pdc,8.00,3,52811
pdc,8.00,3,52813
pdc,8.00,3,53341
pdc,8.00,3,53599
pdc,8.00,3,53601
pdc,8.00,3,53603
pdc,8.00,3,56087
pdc,8.00,3,56092
pdc,8.00,3,56093
pdc,8.00,3,56096
pdc,8.00,3,56101
pdc,8.00,3,56105
pdc,8.00,3,56112
pdc,8.00,3,56117
pdc,8.00,3,56119
pdc,8.00,3,56121
pdc,8.00,3,56124
pdc,8.00,3,56145
pdc,8.00,3,56170
pdc,8.00,3,56173
pdc,8.00,3,56194
pdc,8.00,3,56196
pdc,8.00,3,56198
pdc,8.00,3,56201
pdc,8.00,3,56203
pdc,8.00,3,56210
pdc,8.00,3,56219
pdc,8.00,3,56226
pdc,8.00,3,56228
pdc,8.00,3,56233
pdc,8.00,3,56247
pdc,8.00,3,56257
pdc,8.00,3,56261
pdc,8.00,3,56263
pdc,8.00,3,56265
pdc,8.00,3,56266
pdc,8.00,3,56268
pdc,8.00,3,56269
pdc,8.00,3,56270
pdc,8.00,3,56277
pdc,8.00,3,56279
pdc,8.00,3,56294
pdc,8.00,3,56303
pdc,8.00,3,56305
pdc,8.00,3,56307
pdc,8.00,3,56312
pdc,8.00,3,56315
pdc,8.00,3,56321
pdc,8.00,3,56337
pdc,8.00,3,56340
pdc,8.00,3,56342
pdc,8.00,3,56345
pdc,8.00,3,56347
pdc,8.00,3,56352
pdc,8.00,3,56354
pdc,8.00,3,56356
pdc,8.00,3,56371
pdc,8.00,3,56372
pdc,8.00,3,56375
pdc,8.00,3,56377
pdc,8.00,3,56380
pdc,8.00,3,56384
pdc,8.00,3,56387
pdc,8.00,3,56447
pdc,8.00,3,56473
pdc,8.00,3,56475
pdc,8.00,3,56477
pdc,8.00,3,56480
pdc,8.00,3,56503
pdc,8.00,3,56515
pdc,8.00,3,57575
pdc,8.00,3,57580
pdc,8.00,3,57598
pdc,8.00,3,57600
pdc,8.00,3,57628
pdc,8.00,3,57633
pdc,8.00,3,58107
pdc,8.00,3,58109
pdc,8.00,3,58114
pdc,8.00,3,58119
pdc,8.00,3,58124
pdc,8.00,3,58126
pdc,8.00,3,58127
pdc,8.00,3,58130
pdc,8.00,3,58133
pdc,8.00,3,58137
pdc,8.00,3,58139
pdc,8.00,3,58147
pdc,8.00,3,58151
pdc,8.00,3,58155
pdc,8.00,3,58160
pdc,8.00,3,58161
pdc,8.00,3,58163
pdc,8.00,3,58181
pdc,8.00,3,58184
pdc,8.00,3,58186
pdc,8.00,3,58189
pdc,8.00,3,58191
pdc,8.00,3,58198
pdc,8.00,3,58200
pdc,8.00,3,58202
pdc,8.00,3,58226
pdc,8.00,3,58227
pdc,8.00,3,58228
pdc,8.00,3,58232
pdc,8.00,3,58235
pdc,8.00,3,58244
pdc,8.00,3,58247
pdc,8.00,3,58265
pdc,8.00,3,58268
pdc,8.00,3,58270
pdc,8.00,3,58272
pdc,8.00,3,58277
pdc,8.00,3,58284
pdc,8.00,3,58286
pdc,8.00,3,58291
pdc,8.00,3,58295
pdc,8.00,3,58300
pdc,8.00,3,58302
pdc,8.00,3,58303
pdc,8.00,3,58305
pdc,8.00,3,58307
pdc,8.00,3,58309
pdc,8.00,3,58311
pdc,8.00,3,58314
pdc,8.00,3,58316
pdc,8.00,3,58319
pdc,8.00,3,58325
pdc,8.00,3,58330
pdc,8.00,3,58333
pdc,8.00,3,58335
pdc,8.00,3,58337
pdc,8.00,3,58340
pdc,8.00,3,58358
pdc,8.00,3,58361
pdc,8.00,3,58363
pdc,8.00,3,58367
pdc,8.00,3,58368
pdc,8.00,3,58370
pdc,8.00,3,58372
pdc,8.00,3,58374
pdc,8.00,3,58377
pdc,8.00,3,58379
pdc,8.00,3,58381
pdc,8.00,3,58384
pdc,8.00,3,58388
pdc,8.00,3,58389
pdc,8.00,3,58393
pdc,8.00,3,58417
pdc,8.00,3,58418
pdc,8.00,3,58421
pdc,8.00,3,58423
pdc,8.00,3,58425
pdc,8.00,3,58426
pdc,8.00,3,58428
pdc,8.00,3,58437
pdc,8.00,3,58452
pdc,8.00,3,58454
pdc,8.00,3,58456
pdc,8.00,3,58458
pdc,8.00,3,58460
pdc,8.00,3,58463
pdc,8.00,3,58467
pdc,8.00,3,58472
pdc,8.00,3,58477
pdc,8.00,3,58479
pdc,8.00,3,58481
pdc,8.00,3,58486
pdc,8.00,3,58488
pdc,8.00,3,58516
pdc,8.00,3,58517
pdc,8.00,3,58518
pdc,8.00,3,58521
pdc,8.00,3,58523
pdc,8.00,3,58524
pdc,8.00,3,58705
pdc,8.00,3,58707
pdc,8.00,3,58712
pdc,8.00,3,58714
pdc,8.00,3,58716
pdc,8.00,3,58718
pdc,8.00,3,58719
pdc,8.00,3,58728
pdc,8.00,3,58730
pdc,8.00,3,58733
pdc,8.00,3,58735
pdc,8.00,3,58739
pdc,8.00,3,58740
pdc,8.00,3,58744
pdc,8.00,3,58747
pdc,8.00,3,58758
pdc,8.00,3,58760
pdc,8.00,3,58763
pdc,8.00,3,58772
pdc,8.00,3,58774
pdc,8.00,3,58777
pdc,8.00,3,58779
pdc,8.00,3,58784
pdc,8.00,3,58805
pdc,8.00,3,58807
pdc,8.00,3,58809
pdc,8.00,3,58814
pdc,8.00,3,58819
pdc,8.00,3,58828
pdc,8.00,3,58830
pdc,8.00,3,58840
pdc,8.00,3,58848
pdc,8.00,3,58858
pdc,8.00,3,58870
pdc,8.00,3,58875
pdc,8.00,3,58879
pdc,8.00,3,58881
pdc,8.00,3,58883
pdc,8.00,3,58888
pdc,8.00,3,58895
pdc,8.00,3,58896
pdc,8.00,3,58900
pdc,8.00,3,58976
pdc,8.00,3,58979
pdc,8.00,3,58981
pdc,8.00,3,58983
pdc,8.00,3,59055
pdc,8.00,3,59056
pdc,8.00,3,59058
pdc,8.00,3,59419
pdc,8.00,3,59421
pdc,8.00,3,59423
pdc,8.00,3,59426
pdc,8.00,3,59431
pdc,8.00,3,59461
pdc,8.00,3,59463
pdc,8.00,3,59465
pdc,8.00,3,59466
pdc,8.00,3,59468
pdc,8.00,3,59470
pdc,8.00,3,59472
pdc,8.00,3,59800
pdc,8.00,3,59835
pdc,8.00,3,59865
pdc,8.00,3,59939
pdc,8.00,3,59944
pdc,8.00,3,60290
pdc,8.00,3,60291
pdc,8.00,3,60295
pdc,8.00,3,60297
pdc,8.00,3,60532
pdc,8.00,3,60609
pdc,8.00,3,60611
pdc,8.00,3,60614
pdc,8.00,3,60616
pdc,8.00,3,60621
pdc,8.00,3,60672
pdc,8.00,3,60677
pdc,8.00,3,60679
pdc,8.00,3,60683
pdc,8.00,3,60737
pdc,8.00,3,60739
pdc,8.00,3,60741
pdc,8.00,3,60746
pdc,8.00,3,60749
pdc,8.00,3,60751
pdc,8.00,3,60755
pdc,8.00,3,60756
pdc,8.00,3,60758
pdc,8.00,3,60760
pdc,8.00,3,60763
pdc,8.00,3,60765
pdc,8.00,3,60767
pdc,8.00,3,60770
pdc,8.00,3,60772
pdc,8.00,3,60774
pdc,8.00,3,60776
pdc,8.00,3,60779
pdc,8.00,3,60809
pdc,8.00,3,60811
pdc,8.00,3,60813
pdc,8.00,3,60814
pdc,8.00,3,60816
pdc,8.00,3,60818
pdc,8.00,3,60946
pdc,8.00,3,60949
pdc,8.00,3,61018
pdc,8.00,3,61381
pdc,8.00,3,61383
pdc,8.00,3,61418
pdc,8.00,3,61421
pdc,8.00,3,61423
pdc,8.00,3,61425
pdc,8.00,3,61427
pdc,8.00,3,61432
pdc,8.00,3,61599
pdc,8.00,3,61600
pdc,8.00,3,61683
pdc,8.00,3,61685
pdc,8.00,3,61688
pdc,8.00,3,61690
pdc,8.00,3,61692
pdc,8.00,3,61702
pdc,8.00,3,61706
pdc,8.00,3,61711
pdc,8.00,3,61999
pdc,8.00,3,62315
pdc,8.00,3,62318
pdc,8.00,3,62320
pdc,8.00,3,62322
pdc,8.00,3,62325
pdc,8.00,3,62337
pdc,8.00,3,62890
pdc,8.00,3,62892
pdc,8.00,3,62997
pdc,8.00,3,62999
pdc,8.00,3,63029
pdc,8.00,3,63030
pdc,8.00,3,63032
pdc,8.00,3,63037
pdc,8.00,3,63039
pdc,8.00,3,63050
pdc,8.00,3,63111
pdc,8.00,3,63113
pdc,8.00,3,63115
pdc,8.00,3,63118
pdc,8.00,3,63122
pdc,8.00,3,63148
pdc,8.00,3,63151
pdc,8.00,3,64289
pdc,8.00,3,64292
pdc,8.00,3,64671
pdc,8.00,3,64724
pdc,8.00,3,64957
pdc,8.00,3,64969
pdc,8.00,3,64971
pdc,8.00,3,64973
pdc,8.00,3,64975
pdc,8.00,3,64977
pdc,8.00,3,64980
pdc,8.00,3,64982
pdc,8.00,3,64987
pdc,8.00,3,65017
pdc,8.00,3,65020
pdc,8.00,3,65022
pdc,8.00,3,65094
pdc,8.00,3,65096
pdc,8.00,3,65099
pdc,8.00,3,65101
pdc,8.00,3,65104
pdc,8.00,3,65105
pdc,8.00,3,65108
pdc,8.00,3,65110
pdc,8.00,3,65352
pdc,8.00,3,65422
pdc,8.00,3,65424
pdc,8.00,3,74
pdc,8.00,3,76
pdc,8.00,3,77
pdc,8.00,3,78
pdc,8.00,3,81
pdc,8.00,3,108
pdc,8.00,3,114
pdc,8.00,3,116
pdc,8.00,3,118
pdc,8.00,3,119
pdc,8.00,3,268
pdc,8.00,3,271
pdc,8.00,3,273
pdc,8.00,3,275
pdc,8.00,3,279
pdc,8.00,3,340
pdc,8.00,3,342
pdc,8.00,3,1366
pdc,8.00,3,1368
pdc,8.00,3,1370
pdc,8.00,3,1424
pdc,8.00,3,1451
pdc,8.00,3,1453
pdc,8.00,3,1458
pdc,8.00,3,1501
pdc,8.00,3,1503
pdc,8.00,3,1505
pdc,8.00,3,1507
pdc,8.00,3,1561
pdc,8.00,3,1566
pdc,8.00,3,1633
pdc,8.00,3,1636
pdc,8.00,3,1638
pdc,8.00,3,1640
pdc,8.00,3,1642
pdc,8.00,3,1647
pdc,8.00,3,1674
pdc,8.00,3,1676
pdc,8.00,3,1678
pdc,8.00,3,1679
pdc,8.00,3,1683
pdc,8.00,3,1926
pdc,8.00,3,1927
pdc,8.00,3,1928
pdc,8.00,3,1930
pdc,8.00,3,1933
pdc,8.00,3,1935
pdc,8.00,3,1937
pdc,8.00,3,1939
pdc,8.00,3,1964
pdc,8.00,3,1966
pdc,8.00,3,1971
pdc,8.00,3,1973
pdc,8.00,3,2011
pdc,8.00,3,2014
pdc,8.00,3,2176
pdc,8.00,3,2340
pdc,8.00,3,2362
pdc,8.00,3,2365
pdc,8.00,3,2396
pdc,8.00,3,2398
pdc,8.00,3,2461
pdc,8.00,3,2462
pdc,8.00,3,2484
pdc,8.00,3,2486
pdc,8.00,3,2551
pdc,8.00,3,2554
pdc,8.00,3,3323
pdc,8.00,3,3325
pdc,8.00,3,3326
pdc,8.00,3,3330
pdc,8.00,3,3331
pdc,8.00,3,3357
pdc,8.00,3,3358
pdc,8.00,3,3359
pdc,8.00,3,3366
pdc,8.00,3,3368
pdc,8.00,3,3370
pdc,8.00,3,3375
pdc,8.00,3,3397
pdc,8.00,3,3402
pdc,8.00,3,3406
pdc,8.00,3,3411
pdc,8.00,3,3413
pdc,8.00,3,3424
pdc,8.00,3,3429
pdc,8.00,3,3431
pdc,8.00,3,3433
pdc,8.00,3,3439
pdc,8.00,3,3440
pdc,8.00,3,3442
pdc,8.00,3,3445
pdc,8.00,3,3488
pdc,8.00,3,3492
pdc,8.00,3,3493
pdc,8.00,3,3505
pdc,8.00,3,3514
pdc,8.00,3,3515
pdc,8.00,3,3519
pdc,8.00,3,3520
pdc,8.00,3,3521
pdc,8.00,3,3523
pdc,8.00,3,3526
pdc,8.00,3,3528
pdc,8.00,3,3530
pdc,8.00,3,3532
pdc,8.00,3,3537
pdc,8.00,3,3539
pdc,8.00,3,3541
pdc,8.00,3,3548
pdc,8.00,3,3566
pdc,8.00,3,3569
pdc,8.00,3,3573
pdc,8.00,3,3574
pdc,8.00,3,3575
pdc,8.00,3,3580
pdc,8.00,3,3582
pdc,8.00,3,3584
pdc,8.00,3,3593
pdc,8.00,3,3602
pdc,8.00,3,3604
pdc,8.00,3,3607
pdc,8.00,3,3611
pdc,8.00,3,3618
pdc,8.00,3,3620
pdc,8.00,3,3622
pdc,8.00,3,3623
pdc,8.00,3,3628
pdc,8.00,3,3634
pdc,8.00,3,3638
pdc,8.00,3,3645
pdc,8.00,3,3647
pdc,8.00,3,3654
pdc,8.00,3,3656
pdc,8.00,3,3661
pdc,8.00,3,3663
pdc,8.00,3,3665
pdc,8.00,3,3672
pdc,8.00,3,3674
pdc,8.00,3,3676
pdc,8.00,3,3677
pdc,8.00,3,3685
pdc,8.00,3,3688
pdc,8.00,3,3690
pdc,8.00,3,3703
pdc,8.00,3,3704
pdc,8.00,3,3708
pdc,8.00,3,3709
pdc,8.00,3,3726
pdc,8.00,3,4178
pdc,8.00,3,4180
pdc_err,8.00,3,4181
pdc,8.00,3,4187
pdc,8.00,3,4196
pdc,8.00,3,4423
pdc,8.00,3,4459
pdc,8.00,3,4462
pdc,8.00,3,4464
pdc,8.00,3,4467
pdc,8.00,3,4468
pdc,8.00,3,4473
pdc,8.00,3,4869
pdc,8.00,3,4872
pdc,8.00,3,4873
pdc,8.00,3,4878
pdc,8.00,3,4881
pdc,8.00,3,5047
pdc,8.00,3,5049
pdc,8.00,3,5592
pdc,8.00,3,5593
pdc,8.00,3,5594
pdc,8.00,3,5989
pdc,8.00,3,6006
pdc,8.00,3,6007
pdc,8.00,3,6565
pdc,8.00,3,6568
pdc,8.00,3,6570
pdc,8.00,3,6631
pdc,8.00,3,6768
pdc,8.00,3,6771
pdc,8.00,3,6772
pdc,8.00,3,6777
pdc,8.00,3,6863
pdc,8.00,3,6867
